"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"2330",25210714,"Modern, Minimalist 2 bedroom + 2.5 bath NoPo Home.",4636840,"Toby",NA,"Arbor Lodge",45.56897,-122.69376,"Entire home/apt",275,2,10,"2020-02-16",0.65,2,178
"2331",25233729,"Ladd's Addition Sunny Studio Apartment!!",190656099,"Aaron",NA,"Buckman",45.51292,-122.64511,"Entire home/apt",130,1,186,"2020-07-03",7.31,10,361
"2332",25238495,"Portland's White House - M1",254878,"David",NA,"Irvington",45.53672,-122.64262,"Hotel room",325,2,2,"2019-09-01",0.09,8,177
"2333",25251841,"South Tabor Franklin View",169597542,"Ruby & Aaron",NA,"South Tabor",45.5006,-122.60752,"Private room",80,1,60,"2019-11-16",2.4,1,0
"2334",25261549,"The John Barleycorn Home",32168092,"Stuart",NA,"Hosford-Abernethy",45.50191,-122.63733,"Entire home/apt",200,2,77,"2020-06-22",3.01,1,142
"2335",25263259,"The Henry Tiny Home at Slabtown Village",190340428,"Slabtown",NA,"Northwest District",45.53195,-122.69041,"Entire home/apt",100,1,56,"2020-07-01",2.16,4,220
"2336",25263730,"The Weidler Tiny Home at Slabtown Village",190340428,"Slabtown",NA,"Northwest District",45.53195,-122.69041,"Entire home/apt",100,1,62,"2020-07-01",2.42,4,235
"2337",25263887,"The Loveridge House at Slabtown Village",190340428,"Slabtown",NA,"Northwest District",45.53195,-122.69041,"Entire home/apt",160,1,59,"2020-03-08",2.28,4,92
"2338",25264610,"Portland's White House - M5",254878,"David",NA,"Irvington",45.53735,-122.64322,"Hotel room",300,2,1,"2018-06-24",0.04,8,172
"2339",25265130,"Portland's White House - M2",254878,"David",NA,"Irvington",45.53721,-122.64211,"Hotel room",310,2,1,"2019-07-21",0.08,8,177
"2340",25265611,"Portland's White House - M3",254878,"David",NA,"Irvington",45.53746,-122.64358,"Hotel room",285,2,1,"2018-08-18",0.04,8,177
"2341",25265689,"#SavorTabor",20950189,"Justin",NA,"Mt. Tabor",45.5192,-122.60317,"Entire home/apt",125,2,171,"2020-05-23",7.13,1,200
"2342",25266062,"Portland's White House - M4",254878,"David",NA,"Irvington",45.5376,-122.64332,"Hotel room",270,2,1,"2018-08-03",0.04,8,174
"2343",25266353,"Portland's White House - C1",254878,"David",NA,"Irvington",45.53734,-122.64237,"Hotel room",285,2,1,"2019-07-21",0.08,8,177
"2344",25266799,"Portland's White House - C2",254878,"David",NA,"Irvington",45.53745,-122.64202,"Hotel room",235,2,5,"2019-09-11",0.21,8,177
"2345",25267001,"Portland's White House - C3",254878,"David",NA,"Irvington",45.53711,-122.64299,"Hotel room",215,2,2,"2020-06-19",0.08,8,177
"2346",25282946,"The Mothership: a city retreat in the heart of SE",94681415,"Jason & Kate",NA,"Foster-Powell",45.48994,-122.59702,"Entire home/apt",73,1,153,"2020-07-03",6.16,1,38
"2347",25283645,"★Modern, Sleek & Stylish: 2 blocks from Hawthorne!",114699668,"Sherman",NA,"Richmond",45.51062,-122.61278,"Entire home/apt",249,2,83,"2020-06-13",3.25,1,72
"2348",25291887,"Industrial Chic apartment in Sellwood",206868,"Lisa",NA,"Sellwood-Moreland Improvement League",45.468,-122.65373,"Entire home/apt",90,1,86,"2020-06-19",3.39,1,162
"2349",25292356,"Fun & hip location! Heart of SE PDX!",104005088,"Cloey",NA,"Sunnyside",45.51361,-122.63507,"Private room",55,25,35,"2019-09-15",1.36,1,229
"2350",25297183,"Light & Bright Guest Suite",1858382,"Lisa & Harvey",NA,"Rose City Park",45.53502,-122.60272,"Entire home/apt",95,1,71,"2020-03-08",2.75,1,0
"2351",25322210,"Mid Century Condo in St. Johns",22469281,"Nic And Amy",NA,"Cathedral Park",45.59119,-122.75906,"Entire home/apt",47,31,11,"2020-05-31",0.47,1,229
"2352",25327826,"2 rooms with separate entrance for guests",191295377,"Yurii And Kseniia",NA,"Centennial",45.50874,-122.49409,"Entire home/apt",94,1,71,"2019-12-25",2.77,1,364
"2353",25340898,"South Tabor Modern Cottage",12447921,"Ali",NA,"South Tabor",45.50076,-122.59979,"Entire home/apt",100,30,94,"2020-03-22",3.75,1,270
"2354",25349642,"Patricia's Cottage",6243034,"Patricia",NA,"Woodstock",45.48081,-122.60914,"Entire home/apt",122,30,17,"2020-01-06",0.67,1,308
"2355",25353311,"Renovated Urban Cottage",181888632,"Lisa And Harrison",NA,"Sullivan's Gulch",45.53199,-122.64104,"Entire home/apt",82,2,144,"2020-03-16",5.65,1,309
"2356",25355575,"House of D'Camryn",191471402,"Gerald",NA,"Cully",45.56926,-122.61758,"Entire home/apt",125,3,7,"2020-06-27",0.28,1,357
"2357",25380832,"Purely Portland  Bungalow. Patio. Near everything.",7727691,"Kara",NA,"Beaumont-Wilshire",45.54887,-122.61606,"Private room",44,2,34,"2020-07-01",1.37,1,77
"2358",25381211,"New Arrival and Visiting Professionals’ Hideaway-1",9032075,"Ben",NA,"Eliot",45.53753,-122.65865,"Private room",45,30,4,"2020-02-14",0.19,3,185
"2359",25406167,"Charming Sellwood Getaway with Hot Tub",16996867,"Melissa & Paul",NA,"Sellwood-Moreland Improvement League",45.47385,-122.65078,"Entire home/apt",80,14,42,"2020-03-15",1.86,1,124
"2360",25430968,"Private Room, Bath & Entry in Northwest Portland",191982844,"Mark",NA,"Northwest District",45.5332,-122.70413,"Private room",75,1,33,"2020-02-17",2.49,1,89
"2361",25443778,"Westmoreland Retreat",35257956,"Jill",NA,"Sellwood-Moreland Improvement League",45.47309,-122.64677,"Entire home/apt",340,2,50,"2020-07-06",2.03,1,134
"2362",25454482,"Walker's Walk-Up off NE Williams - 93 Walk Score",107040902,"Ashley",NA,"Boise",45.54845,-122.6667,"Entire home/apt",180,2,40,"2019-11-24",1.64,1,89
"2363",25455464,"Princeton House - Modern, private and comfortable",192136110,"Dave",NA,"University Park",45.57737,-122.72199,"Entire home/apt",72,2,96,"2020-07-04",3.78,1,68
"2364",25480490,"Inner City Woodstock 1-Bedroom Near Reed College",73412586,"Stuart",NA,"Woodstock",45.48823,-122.61968,"Entire home/apt",85,2,23,"2020-03-09",1.21,1,43
"2365",25481008,"SW Portland Modern",17418146,"Darren",NA,"South Burlingame",45.46442,-122.68231,"Private room",50,1,18,"2020-06-17",2.29,2,95
"2366",25486080,"Private Light-Filled Basement Apartment",8925449,"Chris & Sarah",NA,"Sabin",45.55,-122.65215,"Entire home/apt",68,2,123,"2020-07-06",4.98,1,49
"2367",25492289,"Beautiful House with View near downtown.",91691086,"Jeff",NA,"Homestead",45.49195,-122.68065,"Private room",75,2,10,"2019-12-01",0.41,1,0
"2368",25507408,"Luxury - Private Bedroom, Bathroom, and TV Room",166999162,"Joshua",NA,"Rose City Park",45.53484,-122.60253,"Private room",100,1,39,"2020-02-16",1.53,1,0
"2369",25539936,"Portland Vintage Charm",5337178,"Selena",NA,"Irvington",45.53657,-122.65458,"Entire home/apt",40,30,5,"2018-07-09",0.2,1,61
"2370",25539996,"Hideaway suite, heart of Inner SE",844971,"Laura",NA,"Hosford-Abernethy",45.50868,-122.64458,"Entire home/apt",144,2,58,"2020-06-29",2.66,1,81
"2371",25541040,"Pet Friendly w/Full Kitchen, Parking & Soaking Tub",2249039,"Gregory",NA,"Humboldt",45.56106,-122.66618,"Entire home/apt",125,2,47,"2020-06-06",1.86,2,37
"2372",25546113,"#StayinMyDistrict Sellwood Private Garden Casita",3142393,"Amy",NA,"Sellwood-Moreland Improvement League",45.46988,-122.65232,"Entire home/apt",79,1,101,"2020-03-13",4.02,14,34
"2373",25553411,"Best of the Pearl District",192789217,"Tess",NA,"Pearl",45.53161,-122.68008,"Entire home/apt",89,31,1,"2018-11-30",0.05,1,0
"2374",25581990,"Modern Mt. Tabor Studio!",39927804,"Kevin & Gretchen",NA,"Mt. Tabor",45.51445,-122.60622,"Entire home/apt",85,2,76,"2020-02-21",3.09,1,0
"2375",25585870,"Charming 2BR in the Heart of NE Portland",121226154,"Cam",NA,"King",45.55253,-122.66278,"Entire home/apt",131,1,224,"2020-05-31",8.76,1,182
"2376",25593437,"Bohemian Bungalow in the heart of SE",10375423,"Myrhiah",NA,"Richmond",45.50195,-122.61327,"Entire home/apt",86,1,77,"2020-06-22",3.14,1,48
"2377",25618678,"Bright, Modern, Private Home with loft lounge.",19791165,"Carrie",NA,"Rose City Park",45.5283,-122.60935,"Entire home/apt",75,2,82,"2020-07-02",3.28,1,47
"2378",25623999,"Alberta Arts - Private Apartment!",32534040,"Leslie",NA,"King",45.5599,-122.66,"Entire home/apt",65,1,56,"2020-06-20",2.93,1,327
"2379",25630778,"Spacious & Hip 1BR with All Access to NE Portland",25328937,"Max",NA,"King",45.55274,-122.65882,"Entire home/apt",49,1,162,"2020-06-03",6.35,1,192
"2380",25670665,"Bright Studio Apartment near Hawthorne Food Carts",193265498,"Daniel",NA,"Buckman",45.51343,-122.64592,"Entire home/apt",100,1,226,"2020-07-04",8.89,1,360
"2381",25683545,"Fern Cabin",115974453,"Beth & Dan",NA,"Richmond",45.5066,-122.61306,"Entire home/apt",120,1,121,"2020-07-07",4.93,1,141
"2382",25714375,"Two Amazing and Cozy Bedrooms in Lovely Home",48620083,"Manoj",NA,"Brooklyn Action Corps",45.4964,-122.65167,"Private room",59,3,1,"2018-09-04",0.04,3,0
"2383",25731474,"Hoff House: Prvt KING Ste. Freemont, 42nd, Alberta",181302841,"Chad & Amber",NA,"Cully",45.55883,-122.60825,"Entire home/apt",57,1,119,"2020-07-05",4.83,1,242
"2384",25741134,"Modern Eclectic Mid-Century Charmer",11664756,"Christy",NA,"Hazelwood",45.52608,-122.54875,"Entire home/apt",175,30,1,"2018-07-03",0.04,1,54
"2385",25772637,"West Hills Guest Suite",27856062,"Lathen",NA,"Hillside",45.52505,-122.70789,"Entire home/apt",93,2,147,"2020-05-25",5.8,1,247
"2386",25779089,"Clean, Convenient & Comfortable - close to river",1770572,"Matt",NA,"South Portland",45.48127,-122.67554,"Entire home/apt",85,2,105,"2020-06-28",4.26,1,143
"2387",25806308,"Concordia New Heights",193913941,"Quinn",NA,"Concordia",45.57095,-122.63295,"Entire home/apt",79,2,106,"2020-07-04",4.23,1,154
"2388",25813668,"Amazing Ground Floor 2BR on Hawthorne!",193973403,"Matthew",NA,"Buckman",45.5128,-122.64733,"Entire home/apt",165,1,208,"2020-06-30",8.26,1,351
"2389",25814585,"Pearl District/Nob Hill Micro Apartment",192924723,"Tyrin",NA,"Northwest District",45.52559,-122.68762,"Entire home/apt",133,30,176,"2020-03-22",6.94,1,156
"2390",25828740,"Casa Dolce Casa / Home Sweet Home in Alberta Arts",176106,"Laura",NA,"Concordia",45.56086,-122.64263,"Entire home/apt",95,2,87,"2020-06-30",3.5,1,321
"2391",25831562,"Roseway Bungalow: Private, Spacious, Near Airport",5319037,"Erin",NA,"Roseway",45.5507,-122.58838,"Entire home/apt",75,1,85,"2020-03-15",3.94,1,340
"2392",25831640,"Irving Park 4 Beds w/ Hot Tub! Walk Score of 84!",129778123,"Hank",NA,"Eliot",45.54771,-122.66003,"Entire home/apt",249,2,86,"2020-06-23",3.43,1,14
"2393",25839024,"Modern Hawthorne Guesthouse - Close to Everything",23432303,"Eric",NA,"Richmond",45.51039,-122.62796,"Entire home/apt",130,2,78,"2020-07-06",3.24,1,277
"2394",25839576,"Beautiful, bright, private patio, great location!",4807334,"Summer",NA,"Arbor Lodge",45.57657,-122.68669,"Entire home/apt",75,1,217,"2020-07-05",10.35,1,216
"2395",25881201,"Hip Division Street House",194465830,"Dale",NA,"Hosford-Abernethy",45.50527,-122.63677,"Entire home/apt",200,30,8,"2019-05-22",0.47,1,153
"2396",25890908,"Longer Stays at Cozy, Airy home in heart of SE",17078504,"Erin",NA,"Sunnyside",45.51569,-122.62839,"Private room",30,21,1,"2018-11-28",0.05,1,0
"2397",25892907,"Downtown condo with free parking",32875749,"Nadia",NA,"Portland Downtown",45.51092,-122.68009,"Entire home/apt",80,30,4,"2020-05-02",0.48,1,340
"2398",25894908,"Sweet Sellwood Studio",9649928,"Linda",NA,"Sellwood-Moreland Improvement League",45.47037,-122.65458,"Entire home/apt",83,2,46,"2020-07-05",1.86,1,42
"2399",25909261,"Portland Travelors",146050944,"Joe",NA,"Foster-Powell",45.49696,-122.5915,"Private room",50,1,87,"2020-06-23",3.45,1,19
"2400",25912642,"Montavilla manor",138761774,"Aaron",NA,"Mt. Tabor",45.52047,-122.5851,"Entire home/apt",80,2,3,"2019-12-02",0.4,1,97
"2401",25919134,"ARTSY St Johns basement apartment",9431456,"Renee",NA,"St. Johns",45.59752,-122.74751,"Entire home/apt",60,30,6,"2020-05-03",0.25,1,86
"2402",25920079,"NE PDX MODERN ADU",156967556,"Inna",NA,"Parkrose",45.55084,-122.54414,"Entire home/apt",82,1,107,"2020-06-06",4.27,1,163
"2403",25935157,"The Bridgetown at Nob Hill, steps from NW 23rd Ave",54782133,"Jim",NA,"Northwest District",45.53057,-122.6992,"Entire home/apt",300,3,100,"2020-06-22",4.01,1,226
"2404",25936565,"New One Bedroom Apartment In the Alberta District",137105301,"Trevor & Alex",NA,"Humboldt",45.55806,-122.66992,"Entire home/apt",130,2,49,"2020-03-01",1.97,1,129
"2405",25940119,"Just Call It Home *NE PDX Garden Retreat*",194980036,"Ben And Emily",NA,"Sabin",45.55197,-122.65459,"Entire home/apt",50,2,50,"2020-06-17",2.05,1,95
"2406",25940445,"5BR Vintage Cottage, Hot Location, Netflix&Disney+",194952414,"Ashley",NA,"Boise",45.54757,-122.67324,"Entire home/apt",495,3,18,"2020-06-26",1.62,2,226
"2407",25941651,"Rocky Butte Hillside #2",137895175,"Drakken",NA,"Madison South",45.54469,-122.57008,"Private room",38,1,41,"2020-07-05",1.66,3,365
"2408",25944358,"LAURELHURST CHARMER, FAM-FRIENDLY|DEEP CLEAN!!",195007597,"Lisa And Frank",NA,"Laurelhurst",45.53013,-122.62391,"Entire home/apt",80,1,60,"2020-03-02",2.39,3,243
"2409",25947060,"New Modern Buckman Charmer",4506845,"Mary",NA,"Buckman",45.51414,-122.64737,"Entire home/apt",98,2,111,"2020-07-03",4.93,1,1
"2410",25951097,"The Little Black Box: A Modern Private Studio",169099154,"Katie",NA,"Hillsdale",45.48136,-122.69648,"Entire home/apt",80,1,210,"2020-06-24",10.08,1,3
"2411",25952489,"Bright + Spacious Beauty just 10 min to Downtown!",35516528,"Lisa & Dave",NA,"Bridlemile",45.49242,-122.72041,"Entire home/apt",225,2,12,"2020-03-01",0.5,1,0
"2412",26005060,"Spacious studio in heart of Clinton neighborhood",63604806,"Julia",NA,"Hosford-Abernethy",45.50121,-122.63976,"Entire home/apt",100,2,43,"2019-10-06",1.73,1,0
"2413",26009694,"Cozy bedroom close in Creston neighborhood.",107600033,"Ben",NA,"Creston-Kenilworth",45.49373,-122.62085,"Private room",48,1,147,"2020-03-16",5.91,3,61
"2414",26037196,"Spacious room in desirable Sellwood/Moreland",229616,"Cheryl",NA,"Sellwood-Moreland Improvement League",45.47096,-122.64495,"Private room",40,2,1,"2019-11-11",0.12,1,13
"2415",26055516,"Zen Master Suite w/ Private Entry",49879856,"April",NA,"Brentwood-Darlington",45.4734,-122.61369,"Entire home/apt",65,2,28,"2019-12-28",1.19,2,0
"2416",26062730,"NEW! Hawthorne 1 BR w/ 90 WalkScore!!!",187734201,"Mike",NA,"Buckman",45.51335,-122.64719,"Entire home/apt",120,1,109,"2020-06-28",6.73,5,360
"2417",26063800,"Hawthorne Very Tiny Guest House Living!",195876090,"Jonathan",NA,"Sunnyside",45.51324,-122.6266,"Entire home/apt",88,1,182,"2020-07-05",7.24,1,251
"2418",26101342,"Private and Clean Studio Apartment",76347703,"Drea",NA,"University Park",45.58049,-122.72162,"Entire home/apt",62,90,171,"2020-04-18",6.98,1,118
"2419",26102627,"A Whimsical Retreat with Beautiful Gardens",1483711,"Caroline",NA,"University Park",45.57682,-122.70899,"Entire home/apt",76,30,0,"",NA,3,249
"2420",26111641,"Sweet in-law, fantastic location!",16596426,"Tara And Laurel",NA,"Richmond",45.51192,-122.62598,"Entire home/apt",55,29,48,"2020-01-03",2.24,2,36
"2421",26131191,"★Luxury Home - King Beds! - Steps from Hawthorne!",114569265,"Shelly",NA,"Richmond",45.50936,-122.63543,"Entire home/apt",399,2,96,"2020-06-18",3.88,1,0
"2422",26135619,"Grant Park Haven in NE Portland",13281214,"Kate",NA,"Grant Park",45.5379,-122.62661,"Entire home/apt",95,2,62,"2020-03-08",2.65,1,90
"2423",26154836,"Urban chic forest retreat!",57170543,"Mark",NA,"Hayhurst",45.47695,-122.73348,"Entire home/apt",43,3,82,"2020-06-03",3.3,1,3
"2424",26164083,"New! SW 2 bed guest house townhome",76428325,"Chad",NA,"Ashcreek",45.45755,-122.74325,"Entire home/apt",65,1,136,"2020-07-06",6.14,1,114
"2425",26166456,"The Madonna Suite - New Modern Apt in NE Portland",190637814,"Brian",NA,"King",45.55132,-122.65834,"Entire home/apt",95,2,19,"2019-09-01",0.78,1,2
"2426",26170294,"Listen to Records at a Garden Suite with Mid-Century Style",101565574,"Keely & Josh",NA,"Foster-Powell",45.4966,-122.60293,"Entire home/apt",125,2,115,"2020-03-03",4.72,1,88
"2427",26184695,"Central to all PDX!",190120922,"Louise",NA,"Parkrose",45.54787,-122.54246,"Entire home/apt",150,2,93,"2020-05-26",3.95,1,156
"2428",26193945,"SW Portland Charming 3 bedroom - Close to Downtown",196865274,"Loretta",NA,"West Portland Park",45.44883,-122.72797,"Entire home/apt",100,2,1,"2018-08-16",0.04,1,138
"2429",26231050,"Classic Bungalow in Hip North Portland - Long Term",307635,"Andrew",NA,"Humboldt",45.55818,-122.67215,"Entire home/apt",137,30,3,"2019-08-31",0.15,2,178
"2430",26259094,"Sunny Bungalow - whole house - Inner SE Portland",45235843,"Tamara",NA,"Sellwood-Moreland Improvement League",45.4628,-122.643,"Entire home/apt",125,2,77,"2020-07-07",3.19,1,176
"2431",26267199,"Artful, Cozy Studio in Alberta Arts District",5029238,"Jessica",NA,"Concordia",45.56067,-122.63614,"Entire home/apt",69,2,155,"2020-06-08",6.63,1,136
"2432",26270823,"Bright &New Modern Basement Apartment",26968463,"Tanya",NA,"Kenton",45.5793,-122.69566,"Entire home/apt",100,1,72,"2020-02-24",2.96,1,124
"2433",26272298,"Stroll to Restaurants New Laurelhurst Loft",49136460,"Sarah",NA,"Buckman",45.52225,-122.6434,"Entire home/apt",129,1,70,"2020-06-30",2.87,5,151
"2434",26273853,"Hawthorne/Belmont cozy family friendly oasis PDX",68562067,"Camille",NA,"Buckman",45.5165,-122.64012,"Entire home/apt",89,2,11,"2020-03-15",1.93,1,299
"2435",26300261,"Woodstock Farmhouse",62800380,"Kelbe & Susanna",NA,"Brentwood-Darlington",45.47415,-122.61396,"Entire home/apt",114,2,76,"2020-07-06",3.09,1,146
"2436",26329271,"The Eliot Nest
A Portland Style Stay",162158528,"Mickey",NA,"Eliot",45.54381,-122.66324,"Entire home/apt",125,3,95,"2020-06-22",4.55,1,26
"2437",26334398,"Bright Woodlawn Bungalow with Backyard Garden",9429474,"Christine & Sarah",NA,"Woodlawn",45.57035,-122.65347,"Private room",52,1,90,"2020-03-14",3.87,1,155
"2438",26356296,"Cozy Retreat in NE Portland-Private Suite",13042609,"Jon & Janina",NA,"Montavilla",45.5283,-122.56667,"Private room",50,1,154,"2020-06-27",6.35,1,52
"2439",26367749,"Serene Sellwood Hideaway - PDX Studio",9138051,"Bert & Lisa",NA,"Sellwood-Moreland Improvement League",45.46235,-122.64754,"Entire home/apt",68,2,99,"2020-03-15",4.08,1,34
"2440",26370003,"Garden house",188227869,"Elizabeth",NA,"Sumner",45.55631,-122.57658,"Entire home/apt",79,2,21,"2019-09-29",0.86,1,0
"2441",26370865,"Urban Farmhouse - with goats!",3158964,"David",NA,"Boise",45.5498,-122.6653,"Entire home/apt",45,30,7,"2020-03-16",0.29,1,0
"2442",26396810,"Poolhouse of Portland Architectural Gem",7488923,"Aric & Erin",NA,"Sylvan-Highlands",45.51641,-122.72586,"Entire home/apt",195,2,30,"2020-03-10",1.26,1,117
"2443",26419066,"Comfy Bungalow Basement in Historic St. Johns",198649399,"Brenda",NA,"St. Johns",45.59716,-122.74609,"Entire home/apt",65,1,89,"2020-03-21",4.06,1,298
"2444",26426887,"Amazing Southeast Portland Location",2572623,"Anthony",NA,"Buckman",45.51241,-122.65121,"Entire home/apt",124,2,58,"2019-12-30",2.4,1,156
"2445",26430718,"Handcrafted Japanese Hideaway, Mississippi Ave",198124288,"Doug",NA,"Boise",45.54659,-122.6769,"Entire home/apt",119,2,119,"2020-07-05",5.11,1,275
"2446",26439100,"Historic Hawthorne in the Heart of Portland",198807639,"Thomas",NA,"Buckman",45.51423,-122.65038,"Entire home/apt",200,30,59,"2019-12-14",2.45,1,187
"2447",26452292,"Dogwood Loft -cozy neighborhood, street-accessible",49136460,"Sarah",NA,"Buckman",45.52231,-122.64117,"Entire home/apt",104,1,60,"2020-07-05",2.46,5,161
"2448",26466422,"Liebe Guesthouse - Cozy Home, Convenient Location",12523076,"Kim Huong",NA,"Lents",45.48827,-122.57706,"Entire home/apt",95,2,5,"2019-04-19",0.21,3,185
"2449",26490678,"Cozy Studio - Quiet Retreat
Close to Downtown",13058961,"Monica",NA,"Overlook",45.56552,-122.69802,"Entire home/apt",120,2,19,"2020-06-29",1.52,1,112
"2450",26492035,"Condo in Downtown with Beautiful View & Parking",199238749,"Joy",NA,"Portland Downtown",45.51098,-122.68058,"Entire home/apt",70,7,11,"2020-05-12",0.49,1,319
"2451",26499042,"Refreshing Retreat in the City of Roses",193781466,"Justin",NA,"Madison South",45.53853,-122.57393,"Private room",40,1,153,"2019-11-16",6.26,1,310
"2452",26526713,"Family-Friendly, Clean, Spacious & Private Escape",26223048,"Lisa",NA,"Hosford-Abernethy",45.49935,-122.63807,"Entire home/apt",125,1,133,"2020-06-06",5.67,1,341
